Time,Round,Picture_Number,Location,Zone,Environment,Tide,Lux_200,Lux_0,Sky_Glow,Species_Richness,Mobile_Sp_Abundance,Mobile_Sp_Richness,Sessile_Sp_Abundance,Sessile_Sp_Richness,Algal_Sp_Percent_Cover,Algal_Sp_Richness,Filter_Feeders_%_Sessile,Filter_Feeders_%_Mobile,Photosynthetic,Predators,Grazers,Omnivore,Detritivore,Bare_substrata,Elminus,Saccostrea,Chthamalus,Pyura_stolonifera,Tesseropora,Mytilus_planulatus,Ecklonia_radiata,Galeolaria,Haliclona_permollis,Ralfsia_verrucosa,Gelidiella,Blidingia_minima,C_peli,Ulva_lactuca,Coralina,Grasilaria ,Red_Sea_Lettuce,Oulactis_muscosa,Actinia_tenebrosa,Tenguella_marginalba,Dicathais_orbita,Bembicium_nanum,Elysia_coodgeensis, Turbo_undulata,Austrocochlea_porcata,Bembicium_melanostomum,Nerita_atramentosa,Nodilittorina_unifasciata,Littorina_littorea,Nodilittorina_pyramidalis,Red_Spiral_Snail,Siphonaria_guamensis,Cellana_tramoserica,Siphonaria_diemenensis,Patelloida_mimula,Patelloida_alticostata,Siphonaria_funiculata,Siphonaria_recruit,Patelloida_mufria,Chiton_pelliserpentis,Onchidiidae,Patelloida_saccharina,Patiriella_exigua,Crab,Shrimp,Amphipod
Night,One,516,Neilson Park,Outer,Rocky Shore,High,NA,0.1,16.59,6,20,4,0,0,80,2,0,0,80,0,20,0,0,100,0,0,0,0,0,0,0,0,0,75,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,5,0,0,0,0,0,0
Day,One,100,Rose Bay,Outer,Seawall,High,718,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,100,Rose Bay,Outer,Seawall,High,727,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,100,Rose Bay,Outer,Seawall,High,752,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,100,Rose Bay,Outer,Seawall,High,729,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,100,Rose Bay,Outer,Seawall,High,744,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,100,Rose Bay,Outer,Seawall,High,701,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,100,Rose Bay,Outer,Seawall,High,NA,1.3,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,100,Rose Bay,Outer,Seawall,High,NA,0.7,18.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,100,Rose Bay,Outer,Seawall,High,NA,2.3,17.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,100,Rose Bay,Outer,Seawall,High,NA,4.2,17.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,100,Rose Bay,Outer,Seawall,High,NA,NA,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,616,Sawmiller's Reserve,Inner ,Seawall,High,408,NA,NA,3,0,0,30,1,30,2,30,0,30,0,0,0,0,70,30,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,617,Sawmiller's Reserve,Inner ,Seawall,High,408,NA,NA,5,36,2,25,1,50,2,25,0,50,0,36,0,0,75,25,0,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,618,Sawmiller's Reserve,Inner ,Seawall,High,354,NA,NA,3,15,1,40,1,20,1,40,0,20,0,15,0,0,60,40,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,619,Sawmiller's Reserve,Inner ,Seawall,High,226,NA,NA,4,0,0,55,2,90,2,55,0,90,0,0,0,0,45,40,0,15,0,0,0,0,0,0,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,620,Sawmiller's Reserve,Inner ,Seawall,High,347,NA,NA,3,10,1,15,1,15,1,15,0,15,0,10,0,0,85,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,621,Sawmiller's Reserve,Inner ,Seawall,High,228,NA,NA,4,2,1,15,1,75,2,15,0,75,0,2,0,0,85,15,0,0,0,0,0,0,0,0,10,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,622,Sawmiller's Reserve,Inner ,Seawall,High,271,NA,NA,4,5,1,30,1,90,2,30,0,90,0,5,0,0,70,30,0,0,0,0,0,0,0,0,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,623,Sawmiller's Reserve,Inner ,Seawall,High,252,NA,NA,6,6,2,50,2,90,2,50,0,90,0,6,0,0,50,40,0,10,0,0,0,0,0,0,35,0,55,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,624,Sawmiller's Reserve,Inner ,Seawall,High,303,NA,NA,6,6,2,25,2,50,2,25,0,50,0,5,0,1,75,10,0,15,0,0,0,0,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Day,One,625,Sawmiller's Reserve,Inner ,Seawall,High,247,NA,NA,7,30,3,60,2,90,2,60,0,90,0,29,0,1,40,10,0,50,0,0,0,0,0,0,65,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Day,One,627,Sawmiller's Reserve,Inner ,Seawall,Mid,408,NA,NA,10,38,7,75,2,40,1,75,0,40,0,38,0,0,25,5,70,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,15,0,0,0,2,0,14,2,0,0,0,2,0,0,0,0,0,0
Day,One,628,Sawmiller's Reserve,Inner ,Seawall,Mid,408,NA,NA,6,11,4,80,1,30,1,80,0,30,2,9,0,0,20,0,80,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
Day,One,629,Sawmiller's Reserve,Inner ,Seawall,Mid,354,NA,NA,10,24,7,60,1,40,2,60,0,40,0,24,0,0,40,0,60,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0,0,6,3,0,0,0,7,0,0,0,0,0,0
Day,One,630,Sawmiller's Reserve,Inner ,Seawall,Mid,226,NA,NA,8,16,5,65,2,30,1,65,0,30,3,13,0,0,35,5,60,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0
Day,One,631,Sawmiller's Reserve,Inner ,Seawall,Mid,347,NA,NA,9,24,6,50,1,50,2,50,0,50,2,22,0,0,50,0,50,0,0,0,0,0,0,0,45,0,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,9,2,0,0,0,6,0,0,0,0,0,0
Day,One,632,Sawmiller's Reserve,Inner ,Seawall,Mid,228,NA,NA,9,19,7,45,1,35,1,45,0,35,1,18,0,0,55,0,45,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0
Day,One,633,Sawmiller's Reserve,Inner ,Seawall,Mid,271,NA,NA,8,15,5,50,1,75,2,50,0,75,0,15,0,0,50,0,50,0,0,0,0,0,0,0,65,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,3,0,0,0,4,0,0,0,0,0,0
Day,One,634,Sawmiller's Reserve,Inner ,Seawall,Mid,252,NA,NA,8,19,5,40,1,90,2,40,0,90,0,19,0,0,60,0,40,0,0,0,0,0,0,0,85,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0
Day,One,635,Sawmiller's Reserve,Inner ,Seawall,Mid,303,NA,NA,7,19,5,35,1,55,1,35,0,55,3,16,0,0,65,0,35,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,0,0
Day,One,363,Sawmiller's Reserve,Inner ,Seawall,Mid,247,NA,NA,7,16,5,75,1,60,1,75,0,60,4,12,0,0,25,0,75,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0
Night,One,605,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,15.81,9,32,6,75,1,30,2,75,0,30,0,32,0,0,25,0,0,75,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,12,0,6,2,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0
Night,One,606,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,15.56,8,36,5,80,1,25,2,80,0,25,0,36,0,0,20,0,0,80,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,15,0,6,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0
Night,One,607,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0.2,15.5,8,41,5,70,1,35,2,70,0,35,0,41,0,0,30,0,0,70,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,7,0,14,3,0,0,0,0,0,0,0,0,0,0
Night,One,608,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,15.46,10,28,7,50,1,35,2,50,0,35,1,27,0,0,50,0,0,50,0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0,1,0,0,8,0,8,0,0,0,3,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0
Night,One,609,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0.1,17.51,12,61,8,75,2,35,2,75,0,35,0,61,0,0,25,0,10,65,0,0,0,0,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,14,0,3,4,0,0,7,0,0,13,4,0,10,6,0,0,0,0,0,0,0,0,0,0
Night,One,610,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,17.56,10,34,7,65,1,30,2,65,0,30,3,31,0,0,35,0,0,65,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,3,0,0,9,0,7,0,0,0,0,0,0,6,2,0,4,3,0,0,0,0,0,0,0,0,0,0
Night,One,611,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,17.35,8,24,5,45,1,30,2,45,0,30,0,24,0,0,55,0,0,45,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0
Night,One,612,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,17.4,9,34,6,65,1,30,2,65,0,30,0,34,0,0,35,0,0,65,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,4,0,9,5,0,0,0,0,0,0,0,0,0,0
Night,One,613,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0.1,15.81,11,37,9,55,1,35,1,55,0,35,1,36,0,0,45,0,0,55,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,9,0,9,3,0,0,2,0,0,0,3,0,7,2,0,0,0,0,1,0,0,0,0,0
Night,One,614,Sawmiller's Reserve,Inner ,Seawall,Mid,NA,0,15.56,10,37,7,45,1,15,2,45,0,15,0,37,0,0,55,0,0,45,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,5,0,9,1,0,0,0,0,0,6,1,0,12,3,0,0,0,0,0,0,0,0,0,0
Night,One,594,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.1,15.5,2,0,0,35,1,75,1,35,0,75,0,0,0,0,65,0,35,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,595,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.1,15.46,5,6,2,25,1,90,2,25,0,90,0,6,0,0,75,0,25,0,0,0,0,0,0,0,35,0,55,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,596,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.2,17.51,2,1,1,0,0,85,1,0,0,85,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,597,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.2,17.56,4,2,1,45,1,55,2,45,0,55,0,2,0,0,55,0,45,0,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,598,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.3,17.35,3,0,0,25,2,75,1,25,0,75,0,0,0,0,75,0,20,0,5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,599,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.1,17.4,5,5,3,20,1,70,1,20,0,70,0,5,0,0,80,0,20,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,600,Sawmiller's Reserve,Inner ,Seawall,High,NA,0,15.81,4,5,2,30,1,40,1,30,0,40,0,5,0,0,70,0,30,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,601,Sawmiller's Reserve,Inner ,Seawall,High,NA,0,15.56,5,2,2,20,1,80,2,20,0,80,0,2,0,0,80,0,20,0,0,0,0,0,0,0,25,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,602,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.1,15.5,3,0,0,15,1,65,2,15,0,65,0,0,0,0,85,0,15,0,0,0,0,0,0,0,35,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,603,Sawmiller's Reserve,Inner ,Seawall,High,NA,0.2,15.46,4,0,0,20,2,40,2,20,0,40,0,0,0,0,80,0,15,0,5,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,327,Watson's Bay,Outer,Seawall,Low,844,NA,NA,4,2,2,5,1,35,1,5,0,35,0,2,0,0,95,0,5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,328,Watson's Bay,Outer,Seawall,Low,848,NA,NA,3,1,1,5,1,40,1,5,0,40,0,1,0,0,95,0,0,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,329,Watson's Bay,Outer,Seawall,Low,765,NA,NA,2,0,0,0,0,60,2,0,0,60,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,330,Watson's Bay,Outer,Seawall,Low,775,NA,NA,6,8,3,0,0,55,3,0,2,55,0,6,0,0,100,0,0,0,0,0,0,0,0,0,10,0,30,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
Day,One,332,Watson's Bay,Outer,Seawall,Low,823,NA,NA,10,104,6,15,1,65,3,15,0,65,1,103,0,0,85,0,15,0,0,0,0,0,0,0,20,0,30,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,9,85,0,0,0,3,0,0,0,0
Day,One,333,Watson's Bay,Outer,Seawall,Low,804,NA,NA,2,0,0,0,0,60,2,0,0,60,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,334,Watson's Bay,Outer,Seawall,Low,875,NA,NA,5,2,1,5,1,70,3,5,0,70,0,2,0,0,95,0,0,5,0,0,0,0,0,0,15,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,335,Watson's Bay,Outer,Seawall,Low,893,NA,NA,5,5,2,15,1,70,2,15,0,70,0,5,0,0,85,0,0,15,0,0,0,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Day,One,336,Watson's Bay,Outer,Seawall,Low,760,NA,NA,3,1,1,0,0,55,2,0,0,55,1,0,0,0,100,0,0,0,0,0,0,0,0,0,10,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,337,Watson's Bay,Outer,Seawall,Low,755,NA,NA,9,12,5,10,2,30,2,10,0,30,1,11,0,0,90,0,5,5,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0
Day,One,316,Watson's Bay,Outer,Seawall,Mid,844,NA,NA,5,21,2,20,1,45,2,20,17,45,0,4,0,0,80,0,20,0,0,0,0,0,0,0,5,0,40,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,317,Watson's Bay,Outer,Seawall,Mid,848,NA,NA,6,9,4,30,1,25,1,30,3,25,2,4,0,0,70,0,30,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,318,Watson's Bay,Outer,Seawall,Mid,765,NA,NA,4,33,3,15,1,0,0,15,31,0,1,1,0,0,85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Day,One,319,Watson's Bay,Outer,Seawall,Mid,775,NA,NA,6,27,5,15,1,0,0,15,15,0,5,7,0,0,85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0
Day,One,320,Watson's Bay,Outer,Seawall,Mid,823,NA,NA,5,32,4,15,1,0,0,15,24,0,1,7,0,0,85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0
Day,One,321,Watson's Bay,Outer,Seawall,Mid,804,NA,NA,9,23,7,25,1,35,1,25,7,35,3,13,0,0,75,0,25,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,0,0,3,0,0,0,0,0,0
Day,One,322,Watson's Bay,Outer,Seawall,Mid,875,NA,NA,7,16,5,45,1,15,1,45,1,15,3,12,0,0,55,0,45,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0
Day,One,323,Watson's Bay,Outer,Seawall,Mid,893,NA,NA,7,11,5,30,1,15,1,30,4,15,1,6,0,0,70,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Day,One,324,Watson's Bay,Outer,Seawall,Mid,760,NA,NA,7,18,5,60,1,30,1,60,0,30,0,18,0,0,40,0,60,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,2,0,0,2,0,0,0,0,0,0
Day,One,325,Watson's Bay,Outer,Seawall,Mid,755,NA,NA,5,25,4,95,1,0,0,95,0,0,3,22,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0
Day,One,303,Watson's Bay,Outer,Seawall,High,844,NA,NA,4,1,1,15,1,60,2,15,0,60,0,1,0,0,85,0,0,15,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Day,One,305,Watson's Bay,Outer,Seawall,High,848,NA,NA,6,4,3,10,1,60,2,10,0,60,1,3,0,0,90,0,0,10,0,0,0,0,0,0,25,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Day,One,306,Watson's Bay,Outer,Seawall,High,765,NA,NA,5,4,2,10,2,35,1,10,0,35,0,4,0,0,90,0,5,5,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,307,Watson's Bay,Outer,Seawall,High,775,NA,NA,7,6,3,15,2,55,2,15,0,55,0,6,0,0,85,0,5,10,0,0,0,0,0,0,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,308,Watson's Bay,Outer,Seawall,High,823,NA,NA,3,3,1,5,1,55,1,5,0,55,0,3,0,0,95,0,0,5,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Day,One,309,Watson's Bay,Outer,Seawall,High,804,NA,NA,4,3,2,10,2,0,0,10,0,0,0,3,0,0,90,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,310,Watson's Bay,Outer,Seawall,High,875,NA,NA,7,7,3,15,2,35,2,15,0,35,0,7,0,0,85,0,5,10,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
Day,One,311,Watson's Bay,Outer,Seawall,High,893,NA,NA,4,3,2,5,1,50,1,5,0,50,0,3,0,0,95,0,5,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,312,Watson's Bay,Outer,Seawall,High,760,NA,NA,3,1,1,0,0,40,2,0,0,40,0,1,0,0,100,0,0,0,0,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,313,Watson's Bay,Outer,Seawall,High,755,NA,NA,3,3,1,10,1,15,1,10,0,15,0,3,0,0,90,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,476,Watson's Bay,Outer,Seawall,High,NA,0,16.99,4,10,3,0,0,15,1,0,0,15,0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0
